StartTime,EndTime,Steps,Calories,Distance(meters),ActiveTime(seconds)
2025-12-03 11:10:24,2025-12-03 11:12:15,34,6,61,104
2025-12-03 11:24:53,2025-12-03 11:27:17,76,3,53,41
2025-12-03 13:26:48,2025-12-03 13:30:00,98,3,69,53
2025-12-03 13:30:00,2025-12-03 13:42:21,173,6,122,94
2025-12-03 13:45:18,2025-12-03 13:51:46,173,6,122,94
2025-12-03 14:00:53,2025-12-03 14:15:00,550,22,390,300
2025-12-03 14:15:00,2025-12-03 14:30:00,894,36,634,487
2025-12-03 14:30:00,2025-12-03 14:45:00,778,31,551,424
2025-12-03 14:45:00,2025-12-03 15:00:00,1025,41,727,559
2025-12-03 15:00:00,2025-12-03 15:15:00,1685,68,1195,919
2025-12-03 15:15:00,2025-12-03 15:30:00,913,36,647,498
2025-12-03 15:30:00,2025-12-03 15:36:09,125,5,88,68
2025-12-03 15:48:22,2025-12-03 15:51:30,31,1,21,16
2025-12-03 16:42:59,2025-12-03 16:44:08,22,0,15,12
2025-12-03 16:57:14,2025-12-03 16:59:40,28,1,19,15
2025-12-03 17:47:03,2025-12-03 17:48:06,12,0,8,6
2025-12-03 18:45:04,2025-12-03 18:49:34,23,0,16,12
2025-12-03 20:43:53,2025-12-03 20:44:53,18,0,12,9
